Titulo,Enlace,Precios,Vendedor,Detalles,Cantidad,Estado,Oferta,Publicacion,Fecha_Ejecucion,Familia
Lata Playadito Yerba Mate De Ojalata Con Pico - Mejor Precio,https://articulo.mercadolibre.com.ar/MLA-1455065090-lata-playadito-yerba-mate-de-ojalata-con-pico-mejor-precio-_JM#position=40&search_layout=stack&type=item&tracking_id=f2b28656-b449-4b48-b83b-1ed3217f13d1,7.143,MEJORPRECIO.COM.AR,Nuevo  |  +100 vendidos,(73 disponibles),Nuevo  |  +100 vendidos,No disponible,#1455065090,2024-01-25 15:19:43,No disponible
Yerba Mate La Dicha. Barbacua. 10 Kg. 10 Paquetes De 1 Kg,https://articulo.mercadolibre.com.ar/MLA-844002343-yerba-mate-la-dicha-barbacua-10-kg-10-paquetes-de-1-kg-_JM#position=41&search_layout=stack&type=item&tracking_id=f2b28656-b449-4b48-b83b-1ed3217f13d1,34.600,YERMATE,Nuevo  |  +500 vendidos,(282 disponibles),Nuevo  |  +500 vendidos,No disponible,#844002343,2024-01-25 15:19:43,No disponible
Pack X 3 Yerba Mate Organica Estac. Natural Orembaé 1 Kg,https://articulo.mercadolibre.com.ar/MLA-1482934736-pack-x-3-yerba-mate-organica-estac-natural-orembae-1-kg-_JM#position=42&search_layout=stack&type=item&tracking_id=f2b28656-b449-4b48-b83b-1ed3217f13d1,12.540,Alma Nativa,Nuevo  |  +100 vendidos,(22 disponibles),Nuevo  |  +100 vendidos,No disponible,#1482934736,2024-01-25 15:19:43,No disponible
Yerba Mate La Buena 1 Kilo (compra Mínima 10 Kg),https://articulo.mercadolibre.com.ar/MLA-910278889-yerba-mate-la-buena-1-kilo-compra-minima-10-kg-_JM#position=43&search_layout=stack&type=item&tracking_id=f2b28656-b449-4b48-b83b-1ed3217f13d1,2.200,MATESDULCES,Nuevo  |  +100 vendidos,(2 disponibles),Nuevo  |  +100 vendidos,No disponible,#910278889,2024-01-25 15:19:43,No disponible
Yerba Picada Vieja 500 G Barbacuá X 10 U,https://articulo.mercadolibre.com.ar/MLA-1434361962-yerba-picada-vieja-500-g-barbacua-x-10-u-_JM#position=44&search_layout=stack&type=item&tracking_id=f2b28656-b449-4b48-b83b-1ed3217f13d1,18.500,BEADELIA,Nuevo  |  +100 vendidos,(3 disponibles),Nuevo  |  +100 vendidos,No disponible,#1434361962,2024-01-25 15:19:43,No disponible
Yerba Rosamonte Suave Edicion Aniversario 55 Años X 500g,https://articulo.mercadolibre.com.ar/MLA-1422199730-yerba-rosamonte-suave-edicion-aniversario-55-anos-x-500g-_JM#position=45&search_layout=stack&type=item&tracking_id=f2b28656-b449-4b48-b83b-1ed3217f13d1,2.892,AEH MALL,Nuevo  |  +50 vendidos,(9 disponibles),Nuevo  |  +50 vendidos,No disponible,#1422199730,2024-01-25 15:19:43,No disponible
 Yerba Mate Orgánica Roapipó Tradicional 6 X 500 Gr,https://articulo.mercadolibre.com.ar/MLA-910960464-yerba-mate-organica-roapipo-tradicional-6-x-500-gr-_JM#position=46&search_layout=stack&type=item&tracking_id=f2b28656-b449-4b48-b83b-1ed3217f13d1,20.874,SEMILLA VIVA,Nuevo  |  +50 vendidos,(2 disponibles),Nuevo  |  +50 vendidos,No disponible,#910960464,2024-01-25 15:19:43,No disponible
Yerba Mate Adelga Mate C/hierbas Nat. Tradicional De 500 Grs,https://www.mercadolibre.com.ar/yerba-mate-adelga-mate-chierbas-nat-tradicional-de-500-grs/p/MLA19973282?pdp_filters=category:MLA409408#searchVariation=MLA19973282&position=24&search_layout=stack&type=product&tracking_id=f2b28656-b449-4b48-b83b-1ed3217f13d1,3.499,CAPSULANDIA,Nuevo  |  +500 vendidos,(179 disponibles),Nuevo  |  +500 vendidos,No disponible,#1548437440,2024-01-25 15:19:43,No disponible
Oferta! Yerba La Cumbrecita Seleccion Especial 500g Premium,https://articulo.mercadolibre.com.ar/MLA-1371797341-oferta-yerba-la-cumbrecita-seleccion-especial-500g-premium-_JM#position=47&search_layout=stack&type=item&tracking_id=f2b28656-b449-4b48-b83b-1ed3217f13d1,2.999,CAPSULANDIA,Nuevo  |  +100 vendidos,(51 disponibles),Nuevo  |  +100 vendidos,No disponible,#1371797341,2024-01-25 15:19:43,No disponible
Yerba Kalena Despalada X 10 Kgrs.,https://www.mercadolibre.com.ar/yerba-kalena-despalada-x-10-kgrs/p/MLA20008480?pdp_filters=category:MLA409408#searchVariation=MLA20008480&position=25&search_layout=stack&type=product&tracking_id=f2b28656-b449-4b48-b83b-1ed3217f13d1,59.196,ALMACENDEYERBAMATE,Nuevo  |  +1000 vendidos,(9 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1363444671,2024-01-25 15:19:43,No disponible
Nueva! Yerba Mate Buenas Y Santas Hierbas 500g 100% Natural,https://articulo.mercadolibre.com.ar/MLA-1371786789-nueva-yerba-mate-buenas-y-santas-hierbas-500g-100-natural-_JM#position=48&search_layout=stack&type=item&tracking_id=f2b28656-b449-4b48-b83b-1ed3217f13d1,2.199,CAPSULANDIA,Nuevo  |  +500 vendidos,No disponible,Nuevo  |  +500 vendidos,No disponible,#1371786789,2024-01-25 15:19:43,No disponible
Yerba Mate En Lata Blend Coco Y Te Verde Sherba X 220gr,https://www.mercadolibre.com.ar/yerba-mate-en-lata-blend-coco-y-te-verde-sherba-x-220gr/p/MLA27481396?pdp_filters=category:MLA409408#searchVariation=MLA27481396&position=26&search_layout=stack&type=product&tracking_id=f2b28656-b449-4b48-b83b-1ed3217f13d1,5.815,AEH MALL,Nuevo  |  +5 vendidos,(3 disponibles),Nuevo  |  +5 vendidos,No disponible,#1399425653,2024-01-25 15:19:43,No disponible
Savia Toppings Para Yerba Mate - Pack X5 Blends Naturales,https://articulo.mercadolibre.com.ar/MLA-1391637345-savia-toppings-para-yerba-mate-pack-x5-blends-naturales-_JM#position=49&search_layout=stack&type=item&tracking_id=f2b28656-b449-4b48-b83b-1ed3217f13d1,11.160,M.S.ALVAREZ,Nuevo  |  +25 vendidos,(19 disponibles),Nuevo  |  +25 vendidos,No disponible,#1391637345,2024-01-25 15:19:43,No disponible
Yerba Orgánica Kraus X 500 Gr.,https://articulo.mercadolibre.com.ar/MLA-823018276-yerba-organica-kraus-x-500-gr-_JM#position=50&search_layout=stack&type=item&tracking_id=f2b28656-b449-4b48-b83b-1ed3217f13d1,4.512,NEWGARDEN.COM.AR,Nuevo  |  +1000 vendidos,(161 disponibles),Nuevo  |  +1000 vendidos,No disponible,#823018276,2024-01-25 15:19:43,No disponible
Yerba Mate Playadito Tradicional Paquete 1000gr Caja Pack X5,https://www.mercadolibre.com.ar/yerba-mate-playadito-tradicional-paquete-1000gr-caja-pack-x5/p/MLA21706413?pdp_filters=category:MLA409408#searchVariation=MLA21706413&position=27&search_layout=stack&type=product&tracking_id=f2b28656-b449-4b48-b83b-1ed3217f13d1,27.999,TGWSTORE,Nuevo  |  +500 vendidos,(4 disponibles),Nuevo  |  +500 vendidos,OFERTA DEL DÍA,#1452391250,2024-01-25 15:19:43,No disponible
Yerba Mate Indio,https://articulo.mercadolibre.com.ar/MLA-871090096-yerba-mate-indio-_JM#position=51&search_layout=stack&type=item&tracking_id=f2b28656-b449-4b48-b83b-1ed3217f13d1,4.000,PAT_DEM2008,Nuevo  |  +500 vendidos,(100 disponibles),Nuevo  |  +500 vendidos,No disponible,#871090096,2024-01-25 15:19:43,No disponible
Yerba Mate Organica Roapipo Suave 6 X 500 Kg,https://articulo.mercadolibre.com.ar/MLA-910716725-yerba-mate-organica-roapipo-suave-6-x-500-kg-_JM#position=52&search_layout=stack&type=item&tracking_id=f2b28656-b449-4b48-b83b-1ed3217f13d1,20.874,SEMILLA VIVA,Nuevo  |  +100 vendidos,(8 disponibles),Nuevo  |  +100 vendidos,No disponible,#910716725,2024-01-25 15:19:43,No disponible
Yerba Mate Premium Tucanguá En Bolsa De Arpillera X 500gr,https://articulo.mercadolibre.com.ar/MLA-1390000021-yerba-mate-premium-tucangua-en-bolsa-de-arpillera-x-500gr-_JM#position=53&search_layout=stack&type=item&tracking_id=f2b28656-b449-4b48-b83b-1ed3217f13d1,4.765,TIENDA.ANDALHUE,Nuevo  |  1 vendido,(15 disponibles),Nuevo  |  1 vendido,No disponible,#1390000021,2024-01-25 15:19:43,No disponible
Yerba Mate La Merced De Campo X 500g,https://articulo.mercadolibre.com.ar/MLA-1394697743-yerba-mate-la-merced-de-campo-x-500g-_JM#position=54&search_layout=stack&type=item&tracking_id=f2b28656-b449-4b48-b83b-1ed3217f13d1,3.300,OPEN25HS ML,Nuevo  |  +100 vendidos,(3185 disponibles),Nuevo  |  +100 vendidos,No disponible,#1394697743,2024-01-25 15:19:43,No disponible
Yerba Mate El Inmigrante Pack X 3,https://www.mercadolibre.com.ar/yerba-mate-el-inmigrante-pack-x-3/p/MLA27995112?pdp_filters=category:MLA409408#searchVariation=MLA27995112&position=28&search_layout=stack&type=product&tracking_id=f2b28656-b449-4b48-b83b-1ed3217f13d1,14.250,Alma Nativa,Nuevo  |  +25 vendidos,(29 disponibles),Nuevo  |  +25 vendidos,No disponible,#1559062534,2024-01-25 15:19:43,No disponible
Yerba Mate Jesper Tradicional Sin Tacc 500g,https://www.mercadolibre.com.ar/yerba-mate-jesper-tradicional-sin-tacc-500g/p/MLA20722859?pdp_filters=category:MLA409408#searchVariation=MLA20722859&position=29&search_layout=stack&type=product&tracking_id=f2b28656-b449-4b48-b83b-1ed3217f13d1,2.600,YERBAMATEORGANICA.,Nuevo  |  +1000 vendidos,No disponible,Nuevo  |  +1000 vendidos,No disponible,#1363108651,2024-01-25 15:19:43,No disponible
Yerba Mate Tucanguá Paquete De 10 Kg,https://www.mercadolibre.com.ar/yerba-mate-tucangua-paquete-de-10-kg/p/MLA22884612?pdp_filters=category:MLA409408#searchVariation=MLA22884612&position=4&search_layout=stack&type=product&tracking_id=f2b28656-b449-4b48-b83b-1ed3217f13d1,37.350,MORAGREEN AGROALIMENTOS,Nuevo  |  +1000 vendidos,(12 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1368132743,2024-01-25 15:19:43,No disponible
Yerba Mate La Merced Campo X 500 G X 3 Unidades,https://articulo.mercadolibre.com.ar/MLA-1589733258-yerba-mate-la-merced-campo-x-500-g-x-3-unidades-_JM#position=55&search_layout=stack&type=item&tracking_id=f2b28656-b449-4b48-b83b-1ed3217f13d1,9.539,TAP GROCERY,Nuevo  |  +25 vendidos,(10 disponibles),Nuevo  |  +25 vendidos,No disponible,#1589733258,2024-01-25 15:19:43,No disponible
Yerba Sabor Tradicional 10x500 Gr Canarias,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=ZNW1qKaGK77%2BaQUBjuo%2BlYytVWmucd80pyivEhf6zKpFHZanSt%2B9tA02VGGIjSVeTAMcDPcb2N8woePjLg5zeHY9BeyAhEhGNYAXmJ13EVmam%2FSIGZlz7uliB%2BCP04Y89JbnPw5U09L29i3TOL4AtxtluqMZGgjwb%2Bx8IghlWQJWprUH%2B%2BOqua%2BK1o5T21dkuSVvQWVLnH2i04eZgPyAsrJXxfr9GbKWaBzpyflWtvuzkpeuwhJz5AA9jprp2RN1Y33Xc4nqsYN9uIa3nJ0jsyPKRLfUXv20gMTQCTqOFxJ56CWDmvdg3gWQKNE0YsWlXSu9ZPmKfgIzEFg%2B4eUuCvlRqS8gZkEq%2FzlOZKzsZkS9RrEzT34x%2BNBz4RWbhxIMYM0suVYB%2FPoZ2SiBr57V7vPijhM2%2BA0EF4vTJzZvftj3D8S5wSRVHLsuqYCpQo43I4bRWHZybPRw8IFuZx5Vte50JNrH2s7bGHCCFdwNzl5XCpRjdS%2B3JMJNAh1eMoU0w9nwbYiABP%2BvXy9O1%2BAcLFZ%2BLqWUSG21QhiYNUs4rlxOJaefipwl9NzDP%2BEK%2F8J4w8VWGsuDTjZaCgPJsD9A9kE9%2FGpv4DDGqbS3zSd8MciuyExpGMKsdvzLzX8UoHiRPc%2B%2F4ZLE3R7LubpemmZY3Lwj2wnnypxPszXF%2BQ67J2gktJv%2Bdhjg%2BwuQ3xW9XoG3O3gp7Ltn&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fbuybox-layout%2B25349%2Cmclics%2Fsearch-list-ad-algorithm%2B16026&rb=x,39.589,PRIMOR MAYORISTA,Nuevo  |  +500 vendidos,(77 disponibles),Nuevo  |  +500 vendidos,No disponible,#1116012921,2024-01-25 15:20:35,No disponible
Yerba Mate Verdeflor Hierbas Serranas Pack X 12 Uni. De 500g,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=VpLZwyGDEHiWIAz0Z9my378cXhiCXUE08ctD75ikLR4PgdrtUJ3%2B4GqtFKxNpR7ajntMmN18s6XPG5vl5qGDChvbt0QTLsJaGpziGf2WH2GdFlEPdFW19k5D%2BFiT0EtByX3Jwh2CWZErBa%2Fx7QmNVqRuam9H0UIKWHdIwSv%2BgWx5Flj0NkfFx%2BT5t6GdFjwQnJV7UG%2BTtfS2WtCxfxKqWTS09oJxfo6wg1cFO%2Bh0X8SSydfffnbcXL1N0F6SMTT6tACLqphD1oIOQsnWGAMkBr%2Fomcrq88WtgC7lzZxFladGp5sq5LC4urI6ZMqKQDGsI7HwvSysIhddpeFlGw116%2Blh%2Bi0nNy%2BhtLU9RZLtprOfcrUGbpDvRIbDlrjbN%2F7%2BJydhwqMG6BbMGNpz8VnBVh7FTQKf2P20ckzZGXVkj3ZK3T8ABosYTST9ciP6PDf1ilrTNdNL6dQNuzdGTfCvc6xGPGmo0xiDtE0M22UqZPde%2FyUZz6jMOHuDqY9xsMPaCsh4EPKi8%2F4yLuU0eAWftQlD9BPZ892HrbygpwNvYu%2BTAbg1kuoWAxNim%2F8R2DVqafV95m7jrpkorXnzwQ0zEQkwUOQlS90CEbqO3BYGNVInC8bQP2Nxwrw2ot%2BRUSXn0yvJFm5LL1tbjPVl8yL2zAibGzuLR%2BjhECpcVfta%2B6WRATX0wWFm4E1880JVVudNay%2BPzNgMPTzzJgUqtHqGtQT5At2RAS8%3D&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fbuybox-layout%2B25349%2Cmclics%2Fsearch-list-ad-algorithm%2B16026&rb=x,23.616,YERBA VERDEFLOR,Nuevo  |  +25 vendidos,(78 disponibles),Nuevo  |  +25 vendidos,No disponible,#1329640797,2024-01-25 15:20:35,No disponible
 Yerba Mate Orgánica Roapipó Suave 3 X 500 Gr,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=W0Jr%2Bzt9A%2BEFMvXIIp2qtyaLHqyfPbQDFhaALYNvZoERmwNScrwB0Ta6nx%2B%2BvWEZFvol%2F92WXsCqXfBoWTWMpzH3PCLyiDKwzjFGyCsYyZdPHEu70vaKadd9f1hV5mEBQtyMkmDYeASAvJiqVEyABCD1mANL8Y6nd41Qtv%2Bq8uaAUg3UFnzAOTPdq%2FFueOZKAa8BzCsfk%2BuvZtCCK4%2Fxcwko28I75eBp2rQmlmaLuWlL23fnnvVnZ6K0RxuDa9fO32sOqe2dsT%2Fc9ziUyCxUcN%2B4shUPU8xo1DocNtTfx0oP%2Bhr7g5PR%2FwH6tyVhWCYVYuvecoOrh5yx8chvjUL%2BQcEUatWFvhgj%2BSONURh9gZjCjdX4CrHeVVDBzzfiRy6R5iDmgjklH5soikDjynXnXMnzTfj0cEfC7JNa0ZnzVDIIeTHNrWoYFRBHApoktDkXR82tIxBXE8tEIA1LkvFH6BP3pu5vo3P0detT1dw3GjgD8tvCLgLE0SsgPdz3iDYvZo70ZTvGgnjfJHoTp%2BCyEQ0NrF3Ptz7LKK4DxIfEO%2FE4EJnsHXU7Wu8dblhNkWtyYOb7nCjiOwPQZnYZRS0SHDp9y7kKXhlM13Vb3qmPkeUkP2%2FkDtq5LFYO0qgJ9whDxU9WMu5tQJ6GOkExtblctDB8mG%2FoOTQHjx0pxIsoz5mUefW0yeClw7ZrDJZpbv8PMORw4E1LacA%3D&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fbuybox-layout%2B25349%2Cmclics%2Fsearch-list-ad-algorithm%2B16026&rb=x,10.605,SEMILLA VIVA,Nuevo  |  +100 vendidos,(16 disponibles),Nuevo  |  +100 vendidos,No disponible,#910720607,2024-01-25 15:20:35,No disponible
Yerba Mate El Inmigrante Pack X 5,https://www.mercadolibre.com.ar/yerba-mate-el-inmigrante-pack-x-5/p/MLA27919783?pdp_filters=category:MLA409408#searchVariation=MLA27919783&position=13&search_layout=stack&type=product&tracking_id=4ec86749-1776-479a-9cd3-f1cf569d3d66,23.750,Alma Nativa,Nuevo  |  +5 vendidos,(27 disponibles),Nuevo  |  +5 vendidos,No disponible,#1394170255,2024-01-25 15:20:35,No disponible
Yerba Mate Don Arregui Hierbas Serranas 500g Cba Sin Acidez,https://articulo.mercadolibre.com.ar/MLA-1167790432-yerba-mate-don-arregui-hierbas-serranas-500g-cba-sin-acidez-_JM#position=37&search_layout=stack&type=item&tracking_id=4ec86749-1776-479a-9cd3-f1cf569d3d66,2.199,CAPSULANDIA,Nuevo  |  +1000 vendidos,(35 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1167790432,2024-01-25 15:20:35,No disponible
Yerba Mate Isondú Secanza Barbacuá 10 X 500 Gr,https://articulo.mercadolibre.com.ar/MLA-911033826-yerba-mate-isondu-secanza-barbacua-10-x-500-gr-_JM#position=38&search_layout=stack&type=item&tracking_id=4ec86749-1776-479a-9cd3-f1cf569d3d66,42.677,SEMILLA VIVA,Nuevo  |  +100 vendidos,(6 disponibles),Nuevo  |  +100 vendidos,No disponible,#911033826,2024-01-25 15:20:35,No disponible
Yerba Mate Sol Y Lluvia X 4 Kg En Paquetes De 2 Kg- Floresta,https://www.mercadolibre.com.ar/yerba-mate-sol-y-lluvia-x-4-kg-en-paquetes-de-2-kg-floresta/p/MLA22186825?pdp_filters=category:MLA409408#searchVariation=MLA22186825&position=8&search_layout=stack&type=product&tracking_id=4ec86749-1776-479a-9cd3-f1cf569d3d66,18.000,MORAGREEN AGROALIMENTOS,Nuevo  |  +5mil vendidos,(2 disponibles),Nuevo  |  +5mil vendidos,No disponible,#1363478727,2024-01-25 15:20:35,No disponible
Nueva! Yerba Mate Arroyo Verde Hierbas Serranas Premium 500g,https://articulo.mercadolibre.com.ar/MLA-1620401328-nueva-yerba-mate-arroyo-verde-hierbas-serranas-premium-500g-_JM#position=39&search_layout=stack&type=item&tracking_id=4ec86749-1776-479a-9cd3-f1cf569d3d66,2.099,CAPSULANDIA,Nuevo  |  2 vendidos,(22 disponibles),Nuevo  |  2 vendidos,No disponible,#1620401328,2024-01-25 15:20:35,No disponible
Yerba Mate Don Arregui Pack X12u Sabores A Elección Recoleta,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=MK8DQqvDBQnIQr7M%2Fam9mBmElu%2FEdlOGiVyAHYYKEIePERpiLfrdA5sDVx4OShA%2BQVJ65KboVqAJalryV3SItEn9JhlPMGFybWlwQn%2Be8zlFLQZ2gKmLUiG6rAFxrmoiouhoIWaBWg2wX0knh4wCg0d%2FNQCnwJF0Y0dSckdFmD8rXTSS29vA95dvopMhBDsYu%2B%2FkWv%2BJ%2B10iRlr9cpqiyiSwWQCaWaZSvJVeS6x83%2BQeMAO6%2BurQ2FUyowXdPd1gA1WSzdepnT8b7Ehu7WCP6h5RoDXHznJUGraiwvTNjMr6a5ETnKIU8SO1OWU2seikS5HlGviG6nf669%2FFB7FBQqbtg7U2of60QZCBWRxRiLGBpoVELRBwx03uC0%2B7DnMfASR0KZlsp4vsvkHpY5Ew79rV1X5QuC1ywtLwwI0uRbmZnoDul5NGG285npR7GmmYNwT7RR9yd6i85G%2FxMOXb%2B2L2pPrrNsUkkEGoHMR9zIBATF7kwiseQPLFJ5plsMWff%2BKQUMEwopNidxq8tcWPqqdG423qkHYWFTvGhu%2BEmIsHf0SRfBcb8ea1%2BEspMotXN4rTzu8gRpagH%2Fp%2FzOUm9FmnqoWCE%2BDGgv873MN59exV3sQxvkOsQnvcN9yJp5%2FaiWjviupgLr8IQfRVsdpvSzn%2FBI90gJexGsIC%2FkcWw76%2FBZ7iJwPLW2786pDGfjdMnMJm2SVyoX2Tt5p1XSaHF8uh6qSJ9jg%3D&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fbuybox-layout%2B25349%2Cmclics%2Fsearch-list-ad-algorithm%2B16026&rb=x,27.073,REGIONALES.CABA,Nuevo  |  +50 vendidos,(4 disponibles),Nuevo  |  +50 vendidos,No disponible,#917599667,2024-01-25 15:20:35,No disponible
Yerba Mate Jactancia Artesanal Pack X10kg,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=CB%2Fa4%2BywzA1bGYUcLyVjn1xDlpiFEXFaCw8BSGxw%2FXWVDMFjoz7v5jvjYD5Iq%2BsR%2BeljX0yUDlNDQuDwAMJWGIkX1pu1JPr9srnG5ZSxnPIMg9vZGEuSjVX9SikgSerH8KSoFHJwhj2Q%2FxEZjvXYjY2tZtbKAqNc6RuZpYGDF526XGKo%2BerdWfuSRrD7F5DryKFnjdHb2BJiHY%2B67Z45LLtjRDrhvhgWEgqRoUkEmbJufeJbQJwYEfMxKLrZgEbIbwu61qtF9KGH%2BC1V5IdhkY4flyvNu26TmPd5LErhvef5w6eVJKVxGvv1D4Qipox3Y1%2FGSeNJH923EjNqepdQiJIJX%2BpRLxmpKvQdaIX2aBc4wuUB%2BbPOK4e2ZV7BjTkXfOvJro6GnX%2FhEhyC8w5oFGZq0NF6jpD1lNx9AbRzEZsb%2FP4dSJ5CqoJ4LYRDC8Qqb%2F2bRFVcHTP72v0DlCiFWQDjF0P6GC9g4IBv8YSf%2Bm9lHUxHKvnJgdct4ighpu6eI4L4yWv7zSCphdg3ocolPY6MbZouKjs226HnElJ834G0VP2hR1SD7hJUtKNjQyjpn0XAXL6kNORDtLZK%2FDFnbUYrDKRxwUE0LkxMU3hVJdiKS0EXrOfK2ACPFoxwaYeIeeJRmxjo3ymkSkArffUyb6Nj%2FbUdQu%2BuPJRz1UhKG88PQ1uKfvXuyyNEAdhnyNwKpoCEU6w%3D&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fbuybox-layout%2B25349%2Cmclics%2Fsearch-list-ad-algorithm%2B16026&rb=x,85.000,ROSACHAMULA,Nuevo  |  +100 vendidos,(26 disponibles),Nuevo  |  +100 vendidos,No disponible,#933518073,2024-01-25 15:20:35,No disponible
Yerba Mate Secadero X 500 Grs. Sin Tacc,https://www.mercadolibre.com.ar/yerba-mate-secadero-x-500-grs-sin-tacc/p/MLA20669246?pdp_filters=category:MLA409408#searchVariation=MLA20669246&position=14&search_layout=stack&type=product&tracking_id=4ec86749-1776-479a-9cd3-f1cf569d3d66,4.999,MAFERA79,Nuevo  |  +500 vendidos,(10 disponibles),Nuevo  |  +500 vendidos,No disponible,#1363098755,2024-01-25 15:20:35,No disponible
Yerba Mate Canarias Chimarrão 1kg Uruguay Importada Premium,https://articulo.mercadolibre.com.ar/MLA-1361320270-yerba-mate-canarias-chimarro-1kg-uruguay-importada-premium-_JM#position=40&search_layout=stack&type=item&tracking_id=4ec86749-1776-479a-9cd3-f1cf569d3d66,7.699,TGWSTORE,Nuevo  |  +1000 vendidos,(236 disponibles),Nuevo  |  +1000 vendidos,OFERTA DEL DÍA,#1361320270,2024-01-25 15:20:35,No disponible
Yerba Mate Orgánica Anna Park Pack 5 X 500 Grs.,https://articulo.mercadolibre.com.ar/MLA-883173256-yerba-mate-organica-anna-park-pack-5-x-500-grs-_JM#position=41&search_layout=stack&type=item&tracking_id=4ec86749-1776-479a-9cd3-f1cf569d3d66,28.586,SEMILLA VIVA,Nuevo  |  +100 vendidos,(10 disponibles),Nuevo  |  +100 vendidos,No disponible,#883173256,2024-01-25 15:20:35,No disponible
Yerba Mate Kurupi Paraguaya Menta Y Limón 500 Gr Original,https://www.mercadolibre.com.ar/yerba-mate-kurupi-paraguaya-menta-y-limon-500-gr-original/p/MLA19991740?pdp_filters=category:MLA409408#searchVariation=MLA19991740&position=5&search_layout=stack&type=product&tracking_id=4ec86749-1776-479a-9cd3-f1cf569d3d66,4.500,FERNANDO_AR2,Nuevo  |  +1000 vendidos,No disponible,Nuevo  |  +1000 vendidos,No disponible,#1510723716,2024-01-25 15:20:35,No disponible
JACTANCIA Barbacuá - Ahumado - Unidad - 1 - Bolsa,https://www.mercadolibre.com.ar/jactancia-barbacua-ahumado-unidad-1-bolsa/p/MLA21834133?pdp_filters=category:MLA409408#searchVariation=MLA21834133&position=6&search_layout=stack&type=product&tracking_id=4ec86749-1776-479a-9cd3-f1cf569d3d66,9.500,BARBACUÁ YERBAS,Nuevo  |  +100 vendidos,(18 disponibles),Nuevo  |  +100 vendidos,No disponible,#1424834494,2024-01-25 15:20:35,No disponible
Yerba Cbse Miel 500 Grs,https://www.mercadolibre.com.ar/yerba-cbse-miel-500-grs/p/MLA21239216?pdp_filters=category:MLA409408#searchVariation=MLA21239216&position=12&search_layout=stack&type=product&tracking_id=4ec86749-1776-479a-9cd3-f1cf569d3d66,2.199,CAPSULANDIA,Nuevo  |  +1000 vendidos,(35 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1353453401,2024-01-25 15:20:35,No disponible
Oferta! Yerba Mate Andresito Suave 500g Premium Elaborada,https://articulo.mercadolibre.com.ar/MLA-1183276605-oferta-yerba-mate-andresito-suave-500g-premium-elaborada-_JM#position=42&search_layout=stack&type=item&tracking_id=4ec86749-1776-479a-9cd3-f1cf569d3d66,2.999,CAPSULANDIA,Nuevo  |  +1000 vendidos,(53 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1183276605,2024-01-25 15:20:35,No disponible
Yerba Organica Fuerte Roapipo 500 G,https://www.mercadolibre.com.ar/yerba-organica-fuerte-roapipo-500-g/p/MLA21239221?pdp_filters=category:MLA409408#searchVariation=MLA21239221&position=17&search_layout=stack&type=product&tracking_id=4ec86749-1776-479a-9cd3-f1cf569d3d66,3.200,DIEGO IMBROGLIA,Nuevo  |  +100 vendidos,(6 disponibles),Nuevo  |  +100 vendidos,No disponible,#1381361304,2024-01-25 15:20:35,No disponible
Yerba orembae 500g,https://www.mercadolibre.com.ar/yerba-orembae-500g/p/MLA22667960?pdp_filters=category:MLA409408#searchVariation=MLA22667960&position=4&search_layout=stack&type=product&tracking_id=4ec86749-1776-479a-9cd3-f1cf569d3d66,2.185,Alma Nativa,Nuevo  |  +500 vendidos,(174 disponibles),Nuevo  |  +500 vendidos,No disponible,#1403897362,2024-01-25 15:20:35,No disponible
Yerba Mate Campo Sur La Merced 500g C Palo Original Sin Tacc,https://www.mercadolibre.com.ar/yerba-mate-campo-sur-la-merced-500g-c-palo-original-sin-tacc/p/MLA19957014?pdp_filters=category:MLA409408#searchVariation=MLA19957014&position=22&search_layout=stack&type=product&tracking_id=4ec86749-1776-479a-9cd3-f1cf569d3d66,3.300,OPEN25HS ML,Nuevo  |  +10mil vendidos,(576 disponibles),Nuevo  |  +10mil vendidos,No disponible,#1644149580,2024-01-25 15:20:35,No disponible
Yerba Mate Orgánica Mate & Co Natural Sin Palo Bajo Polvo,https://www.mercadolibre.com.ar/yerba-mate-organica-mate-co-natural-sin-palo-bajo-polvo/p/MLA20729888?pdp_filters=category:MLA409408#searchVariation=MLA20729888&position=18&search_layout=stack&type=product&tracking_id=4ec86749-1776-479a-9cd3-f1cf569d3d66,7.115,LACASADE_ELCARMEN,Nuevo  |  +500 vendidos,(10 disponibles),Nuevo  |  +500 vendidos,No disponible,#1421363824,2024-01-25 15:20:35,No disponible
