Titulo,Enlace,Precios,Vendedor,Detalles,Cantidad,Estado,Oferta,Publicacion,Fecha_Ejecucion,Familia
Yerba Mate Kalena Despalada 500g X10u | Sin Tacc | Suave,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=q6OCJO3g0Rh%2BClDsrlT6%2FpPJsmyL09BHg6Ii9ULU83hf%2FjBIqFj0R%2FgVYaj1p9WTlVaUBTLjlYzC1SiydF9P%2FGWfRd%2FdW4vYDadCxnzoQnpyS%2BI%2F8R96SvR0kwb5Db%2FYHuYERlimEiAJ3EtR%2BfFpyKlS142yujjZuiN8%2FHf0i%2B5xsjyk%2BOq5U28mYbRh5BbbqI5Ww4YpJt2Ip4a%2Fuwo3FrgaG34mhMx3J7bq%2FO%2FijrBDD2f9KSmK3CM8cQHl5v4ICDJVCNjjGBb2ibAiwO5clh9FVX8Mx8O3E%2B67qbH95Tbbt3iQiQ5SKSZWNlfF%2BHuK8OXR2rYzQNhJrZRy4SmYKAzt9blwsdWW2%2FS%2BGUdYPtKMp45QfnkjDwNi3GYoUyPOtQ6ungcSuGOMgKEd2gKsiq45h395XfHWUTcFTxDCRZhQoWhaVMWuvw3KKXmOzfUU1Ppl6MyqcoQR6y8sMJftiduoHZH4vaaMhFycFALKuOo9DZLlbF9ZLQtd0TC22hzydToUrALNxnt%2F0oKwV2Oo3dYqZZ5bFQv9exJgwdVY6kp1%2F%2FM3VLzL5p3LCeee0jC%2BtfRepvgMFb2vblNRpTRhz5QS2MzAYOssGf2jH5khLEm5nNj7da3ewmPOKn1r9Wge%2BFWItFtJ7mFb3eahp16ZpplM8EV75dhWCSL6y%2BN3%2BcpXAJ5J%2BoS9IBScR5kMnjmw5IdlQFwBHIIX%2BE6hi5UoGZ8%3D&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fbuybox-layout%2B25349%2Cmclics%2Fsearch-list-ad-algorithm%2B16026&rb=x,40.945,IMPORTADORANACCATO,Nuevo  |  +5 vendidos,(5 disponibles),Nuevo  |  +5 vendidos,No disponible,#1383351035,2024-01-25 15:21:21,No disponible
Yerba Mate Fronteras Menta Y Jengibre Lata De 500gs,https://www.mercadolibre.com.ar/yerba-mate-fronteras-menta-y-jengibre-lata-de-500gs/p/MLA27464183?pdp_filters=category:MLA409408#searchVariation=MLA27464183&position=6&search_layout=stack&type=product&tracking_id=7ed62b4c-1902-4335-b9b6-45a2cf9f145d,11.579,AEH MALL,Nuevo  |  +25 vendidos,(15 disponibles),Nuevo  |  +25 vendidos,No disponible,#1528968160,2024-01-25 15:21:21,No disponible
Yerba Mate Cachamate Mezcla De Hierbas Con Palo Paquete 500g,https://www.mercadolibre.com.ar/yerba-mate-cachamate-mezcla-de-hierbas-con-palo-paquete-500g/p/MLA21288662?pdp_filters=category:MLA409408#searchVariation=MLA21288662&position=8&search_layout=stack&type=product&tracking_id=7ed62b4c-1902-4335-b9b6-45a2cf9f145d,2.430,ATROCHEYMOCHE SHOP,Nuevo  |  +1000 vendidos,(144 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1584492956,2024-01-25 15:21:21,No disponible
Yerba Mate Orgánica La Obereña Pack 10 X 500grs,https://articulo.mercadolibre.com.ar/MLA-790289335-yerba-mate-organica-la-oberena-pack-10-x-500grs-_JM#position=33&search_layout=stack&type=item&tracking_id=7ed62b4c-1902-4335-b9b6-45a2cf9f145d,33.937,SEMILLA VIVA,Nuevo  |  +100 vendidos,(5 disponibles),Nuevo  |  +100 vendidos,No disponible,#790289335,2024-01-25 15:21:21,No disponible
Yerba Mate Orgánica Roapipó Tradicional 6 X 1 Kilo Roapipó Orgánica - Tradicional - PAPEL,https://www.mercadolibre.com.ar/yerba-mate-organica-roapipo-tradicional-6-x-1-kilo-roapipo-organica-tradicional-papel/p/MLA23089681?pdp_filters=category:MLA409408#searchVariation=MLA23089681&position=7&search_layout=stack&type=product&tracking_id=7ed62b4c-1902-4335-b9b6-45a2cf9f145d,39.316,SEMILLA VIVA,Nuevo  |  +100 vendidos,(2 disponibles),Nuevo  |  +100 vendidos,No disponible,#1412832332,2024-01-25 15:21:21,No disponible
Yerba Mate Agroecológica,https://articulo.mercadolibre.com.ar/MLA-1387440392-yerba-mate-agroecologica-_JM#position=34&search_layout=stack&type=item&tracking_id=7ed62b4c-1902-4335-b9b6-45a2cf9f145d,9.200,DELCIELO2009,Nuevo  |  +25 vendidos,(6 disponibles),Nuevo  |  +25 vendidos,No disponible,#1387440392,2024-01-25 15:21:21,No disponible
Yerba Mate Kurupí Importador Directo 12 Paq. X 500 Grs.,https://articulo.mercadolibre.com.ar/MLA-907959444-yerba-mate-kurupi-importador-directo-12-paq-x-500-grs-_JM#position=35&search_layout=stack&type=item&tracking_id=7ed62b4c-1902-4335-b9b6-45a2cf9f145d,39.999,VENTASMATEROJO,Nuevo  |  +1000 vendidos,(14 disponibles),Nuevo  |  +1000 vendidos,No disponible,#907959444,2024-01-25 15:21:21,No disponible
Yerba Legado ,https://articulo.mercadolibre.com.ar/MLA-1379120401-yerba-legado-_JM#position=36&search_layout=stack&type=item&tracking_id=7ed62b4c-1902-4335-b9b6-45a2cf9f145d,2.000,MARGURSCHPON,Nuevo  |  1 vendido,No disponible,Nuevo  |  1 vendido,No disponible,#1379120401,2024-01-25 15:21:21,No disponible
Yerba Mate Cbsé 500 Gramos Elige El Sabor Regulas,https://www.mercadolibre.com.ar/yerba-mate-cbse-500-gramos-elige-el-sabor-regulas/p/MLA23907598?pdp_filters=category:MLA409408#searchVariation=MLA23907598&position=4&search_layout=stack&type=product&tracking_id=7ed62b4c-1902-4335-b9b6-45a2cf9f145d,2.199,CAPSULANDIA,Nuevo  |  +500 vendidos,(43 disponibles),Nuevo  |  +500 vendidos,No disponible,#1380427527,2024-01-25 15:21:21,No disponible
Yerba Mate Tradicional 500gr Ka-a,https://www.mercadolibre.com.ar/yerba-mate-tradicional-500gr-ka-a/p/MLA20008565?pdp_filters=category:MLA409408#searchVariation=MLA20008565&position=12&search_layout=stack&type=product&tracking_id=7ed62b4c-1902-4335-b9b6-45a2cf9f145d,3.433,NEWGARDEN.COM.AR,Nuevo  |  +500 vendidos,(19 disponibles),Nuevo  |  +500 vendidos,No disponible,#1416073470,2024-01-25 15:21:21,No disponible
Oferta! Yerba Mate Amanda Suave Con Palo 1kg Sin Tacc,https://articulo.mercadolibre.com.ar/MLA-1380808729-oferta-yerba-mate-amanda-suave-con-palo-1kg-sin-tacc-_JM#position=37&search_layout=stack&type=item&tracking_id=7ed62b4c-1902-4335-b9b6-45a2cf9f145d,4.999,CAPSULANDIA,Nuevo  |  +100 vendidos,(50 disponibles),Nuevo  |  +100 vendidos,No disponible,#1380808729,2024-01-25 15:21:21,No disponible
Yerba Mate Orgánica La Obereña Pack 5 X 500grs,https://articulo.mercadolibre.com.ar/MLA-911019550-yerba-mate-organica-la-oberena-pack-5-x-500grs-_JM#position=38&search_layout=stack&type=item&tracking_id=7ed62b4c-1902-4335-b9b6-45a2cf9f145d,16.199,SEMILLA VIVA,Nuevo  |  +100 vendidos,(10 disponibles),Nuevo  |  +100 vendidos,No disponible,#911019550,2024-01-25 15:21:21,No disponible
Yerba Mate Fronteras Menta Y Jengibre - Repuesto De 400gs,https://www.mercadolibre.com.ar/yerba-mate-fronteras-menta-y-jengibre-repuesto-de-400gs/p/MLA27972589?pdp_filters=category:MLA409408#searchVariation=MLA27972589&position=11&search_layout=stack&type=product&tracking_id=7ed62b4c-1902-4335-b9b6-45a2cf9f145d,4.830,PIRÁMIDEMARKET,Nuevo  |  +50 vendidos,(2 disponibles),Nuevo  |  +50 vendidos,No disponible,#1568137732,2024-01-25 15:21:21,No disponible
Yerba Mate Origen 500g Barbacua Premium Artesanal Misiones,https://www.mercadolibre.com.ar/yerba-mate-origen-500g-barbacua-premium-artesanal-misiones/p/MLA19973289?pdp_filters=category:MLA409408#searchVariation=MLA19973289&position=14&search_layout=stack&type=product&tracking_id=7ed62b4c-1902-4335-b9b6-45a2cf9f145d,3.199,ARBOIMPORT,Nuevo  |  +1000 vendidos,No disponible,Nuevo  |  +1000 vendidos,No disponible,#1374988600,2024-01-25 15:21:21,No disponible
"Yerba Con Hierbas Jesper X 500 G Menta, Peperina Y Poleo",https://www.mercadolibre.com.ar/yerba-con-hierbas-jesper-x-500-g-menta-peperina-y-poleo/p/MLA21186917?pdp_filters=category:MLA409408#searchVariation=MLA21186917&position=13&search_layout=stack&type=product&tracking_id=7ed62b4c-1902-4335-b9b6-45a2cf9f145d,3.100,DIEGO IMBROGLIA,Nuevo  |  +100 vendidos,(7 disponibles),Nuevo  |  +100 vendidos,No disponible,#1363956477,2024-01-25 15:21:21,No disponible
Oferta! Yerba Playadito Original Con Palo 500g Sin Tacc,https://articulo.mercadolibre.com.ar/MLA-1146768639-oferta-yerba-playadito-original-con-palo-500g-sin-tacc-_JM#position=39&search_layout=stack&type=item&tracking_id=7ed62b4c-1902-4335-b9b6-45a2cf9f145d,2.499,CAPSULANDIA,Nuevo  |  +1000 vendidos,(169 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1146768639,2024-01-25 15:21:21,No disponible
Yerba Mate Taragui Con Palo Sin Tacc 250 Grs,https://articulo.mercadolibre.com.ar/MLA-898110618-yerba-mate-taragui-con-palo-sin-tacc-250-grs-_JM#position=40&search_layout=stack&type=item&tracking_id=7ed62b4c-1902-4335-b9b6-45a2cf9f145d,1.542,Mayorista Masivos,Nuevo  |  +1000 vendidos,(11 disponibles),Nuevo  |  +1000 vendidos,No disponible,#898110618,2024-01-25 15:21:21,No disponible
Yerba Mate Kalena Barbacuá Bolsón 10kg ,https://www.mercadolibre.com.ar/yerba-mate-kalena-barbacua-bolson-10kg/p/MLA20008467?pdp_filters=category:MLA409408#searchVariation=MLA20008467&position=15&search_layout=stack&type=product&tracking_id=7ed62b4c-1902-4335-b9b6-45a2cf9f145d,48.373,ALMACENDEYERBAMATE,Nuevo  |  +1000 vendidos,(4 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1373760368,2024-01-25 15:21:21,No disponible
5x Yerba Mate Tradicional Tucanguá 1kg. Suave Y Sin Tacc,https://articulo.mercadolibre.com.ar/MLA-710073730-5x-yerba-mate-tradicional-tucangua-1kg-suave-y-sin-tacc-_JM#position=41&search_layout=stack&type=item&tracking_id=7ed62b4c-1902-4335-b9b6-45a2cf9f145d,23.000,TIENDA.ANDALHUE,Nuevo  |  +500 vendidos,(4 disponibles),Nuevo  |  +500 vendidos,No disponible,#710073730,2024-01-25 15:21:21,No disponible
Yerba Tradicional Arroyo Verde Suave X 500gr,https://www.mercadolibre.com.ar/yerba-tradicional-arroyo-verde-suave-x-500gr/p/MLA28300732?pdp_filters=category:MLA409408#searchVariation=MLA28300732&position=16&search_layout=stack&type=product&tracking_id=7ed62b4c-1902-4335-b9b6-45a2cf9f145d,1.815,AEH MALL,Nuevo  |  +100 vendidos,(22 disponibles),Nuevo  |  +100 vendidos,No disponible,#1396962963,2024-01-25 15:21:21,No disponible
Yerba Mate Rojo Especial Pack 8 Unidades De 1 Kg ,https://articulo.mercadolibre.com.ar/MLA-1111811483-yerba-mate-rojo-especial-pack-8-unidades-de-1-kg-_JM#position=42&search_layout=stack&type=item&tracking_id=7ed62b4c-1902-4335-b9b6-45a2cf9f145d,34.300,MORAGREEN AGROALIMENTOS,Nuevo  |  +100 vendidos,(2 disponibles),Nuevo  |  +100 vendidos,No disponible,#1111811483,2024-01-25 15:21:21,No disponible
Yerba Mate Compuesta Blend De Hierbas Doypack Sherba X 150gr,https://www.mercadolibre.com.ar/yerba-mate-compuesta-blend-de-hierbas-doypack-sherba-x-150gr/p/MLA27309336?pdp_filters=category:MLA409408#searchVariation=MLA27309336&position=17&search_layout=stack&type=product&tracking_id=7ed62b4c-1902-4335-b9b6-45a2cf9f145d,3.559,AEH MALL,Nuevo  |  4 vendidos,(2 disponibles),Nuevo  |  4 vendidos,No disponible,#1523025392,2024-01-25 15:21:21,No disponible
Yerba mate Ajedrez 500g,https://www.mercadolibre.com.ar/yerba-mate-ajedrez-500g/p/MLA20008566?pdp_filters=category:MLA409408#searchVariation=MLA20008566&position=23&search_layout=stack&type=product&tracking_id=7ed62b4c-1902-4335-b9b6-45a2cf9f145d,2.614,TIENDA-EL PORTUGUÉS,Nuevo  |  +500 vendidos,(141 disponibles),Nuevo  |  +500 vendidos,No disponible,#1377057250,2024-01-25 15:21:21,No disponible
Yerba Mate Sabor Naranja Con Palos 500g Natura Pack X2u,https://www.mercadolibre.com.ar/yerba-mate-sabor-naranja-con-palos-500g-natura-pack-x2u/p/MLA28750596?pdp_filters=category:MLA409408#searchVariation=MLA28750596&position=19&search_layout=stack&type=product&tracking_id=7ed62b4c-1902-4335-b9b6-45a2cf9f145d,4.520,AEH MALL,Nuevo  |  +5 vendidos,(7 disponibles),Nuevo  |  +5 vendidos,No disponible,#1398826513,2024-01-25 15:21:21,No disponible
Yerba Mate Don Arregui Boldo Y Poleo 500g Cordoba Sin Acidez,https://www.mercadolibre.com.ar/yerba-mate-don-arregui-boldo-y-poleo-500g-cordoba-sin-acidez/p/MLA21821686?pdp_filters=category:MLA409408#searchVariation=MLA21821686&position=18&search_layout=stack&type=product&tracking_id=7ed62b4c-1902-4335-b9b6-45a2cf9f145d,2.199,CAPSULANDIA,Nuevo  |  +100 vendidos,(47 disponibles),Nuevo  |  +100 vendidos,No disponible,#1360758292,2024-01-25 15:21:21,No disponible
Yerba mate Sol y Lluvia 500g por 1 unidad,https://www.mercadolibre.com.ar/yerba-mate-sol-y-lluvia-500g-por-1-unidad/p/MLA20008473?pdp_filters=category:MLA409408#searchVariation=MLA20008473&position=20&search_layout=stack&type=product&tracking_id=7ed62b4c-1902-4335-b9b6-45a2cf9f145d,2.699,VEGUIE,Nuevo  |  +500 vendidos,(7 disponibles),Nuevo  |  +500 vendidos,No disponible,#1624450596,2024-01-25 15:21:21,No disponible
Yerba Mate Lapacho Rosa 10 X 500 Gr - Con Palo,https://articulo.mercadolibre.com.ar/MLA-1402928721-yerba-mate-lapacho-rosa-10-x-500-gr-con-palo-_JM#position=43&search_layout=stack&type=item&tracking_id=7ed62b4c-1902-4335-b9b6-45a2cf9f145d,26.960,SEMILLA VIVA,Nuevo  |  3 vendidos,(4 disponibles),Nuevo  |  3 vendidos,No disponible,#1402928721,2024-01-25 15:21:21,No disponible
Yerba Mate Isondú Tradicional Pack 10 X 500 Gr,https://articulo.mercadolibre.com.ar/MLA-886762416-yerba-mate-isondu-tradicional-pack-10-x-500-gr-_JM#position=44&search_layout=stack&type=item&tracking_id=7ed62b4c-1902-4335-b9b6-45a2cf9f145d,42.677,SEMILLA VIVA,Nuevo  |  +100 vendidos,(8 disponibles),Nuevo  |  +100 vendidos,No disponible,#886762416,2024-01-25 15:21:21,No disponible
Yerba Mate Union 4flex X 500 G X 2 Unidades,https://articulo.mercadolibre.com.ar/MLA-1589630324-yerba-mate-union-4flex-x-500-g-x-2-unidades-_JM#position=45&search_layout=stack&type=item&tracking_id=7ed62b4c-1902-4335-b9b6-45a2cf9f145d,4.619,TAP GROCERY,Nuevo  |  +5 vendidos,(34 disponibles),Nuevo  |  +5 vendidos,No disponible,#1589630324,2024-01-25 15:21:21,No disponible
Yerba Rosamonte Especial Aniversario 55  500gr Pack X2u,https://articulo.mercadolibre.com.ar/MLA-1581908662-yerba-rosamonte-especial-aniversario-55-500gr-pack-x2u-_JM#position=46&search_layout=stack&type=item&tracking_id=7ed62b4c-1902-4335-b9b6-45a2cf9f145d,4.139,AEH MALL,Nuevo  |  +50 vendidos,(41 disponibles),Nuevo  |  +50 vendidos,No disponible,#1581908662,2024-01-25 15:21:21,No disponible
Yerba Canarias Para Mate Sabor Tradicional 1 Kg Original,https://www.mercadolibre.com.ar/yerba-canarias-para-mate-sabor-tradicional-1-kg-original/p/MLA19956976?pdp_filters=category:MLA409408#searchVariation=MLA19956976&position=21&search_layout=stack&type=product&tracking_id=7ed62b4c-1902-4335-b9b6-45a2cf9f145d,8.499,TIENDANEXT,Nuevo  |  +5mil vendidos,(332 disponibles),Nuevo  |  +5mil vendidos,No disponible,#1373881303,2024-01-25 15:21:21,No disponible
Erva Mate Vier  Brasil Chimarrão Tradicional. Excelente!!!  ,https://articulo.mercadolibre.com.ar/MLA-1137934606-erva-mate-vier-brasil-chimarro-tradicional-excelente-_JM#position=47&search_layout=stack&type=item&tracking_id=7ed62b4c-1902-4335-b9b6-45a2cf9f145d,8.890,BRAZIL-,Nuevo  |  +5 vendidos,No disponible,Nuevo  |  +5 vendidos,No disponible,#1137934606,2024-01-25 15:21:21,No disponible
Yerba Mate Premium Mathienzo Pack 12 X 500 Gr - Sin Tacc,https://articulo.mercadolibre.com.ar/MLA-1124713102-yerba-mate-premium-mathienzo-pack-12-x-500-gr-sin-tacc-_JM#position=48&search_layout=stack&type=item&tracking_id=7ed62b4c-1902-4335-b9b6-45a2cf9f145d,29.876,SEMILLA VIVA,Nuevo  |  +100 vendidos,(2 disponibles),Nuevo  |  +100 vendidos,No disponible,#1124713102,2024-01-25 15:21:21,No disponible
Yerba Orembae - Pack 20 X 500g,https://www.mercadolibre.com.ar/yerba-orembae-pack-20-x-500g/p/MLA27109263?pdp_filters=category:MLA409408#searchVariation=MLA27109263&position=22&search_layout=stack&type=product&tracking_id=7ed62b4c-1902-4335-b9b6-45a2cf9f145d,43.700,Alma Nativa,Nuevo  |  +50 vendidos,(19 disponibles),Nuevo  |  +50 vendidos,No disponible,#1388585579,2024-01-25 15:21:21,No disponible
Yerba Mate Buenas Y Santas 1/2 Kg X 10 Unidades,https://articulo.mercadolibre.com.ar/MLA-1406397168-yerba-mate-buenas-y-santas-12-kg-x-10-unidades-_JM#position=49&search_layout=stack&type=item&tracking_id=7ed62b4c-1902-4335-b9b6-45a2cf9f145d,22.655,TIENDA ELM,Nuevo  |  +50 vendidos,(20 disponibles),Nuevo  |  +50 vendidos,No disponible,#1406397168,2024-01-25 15:21:21,No disponible
 Yerba Mate Organica Roapipo Suave 12 X 500 G,https://articulo.mercadolibre.com.ar/MLA-910708906-yerba-mate-organica-roapipo-suave-12-x-500-g-_JM#position=50&search_layout=stack&type=item&tracking_id=7ed62b4c-1902-4335-b9b6-45a2cf9f145d,40.066,SEMILLA VIVA,Nuevo  |  +500 vendidos,(4 disponibles),Nuevo  |  +500 vendidos,No disponible,#910708906,2024-01-25 15:21:21,No disponible
Yerba Sabor Tradicional 5x1 Kg Canarias ,https://articulo.mercadolibre.com.ar/MLA-1116702732-yerba-sabor-tradicional-5x1-kg-canarias-_JM#position=51&search_layout=stack&type=item&tracking_id=7ed62b4c-1902-4335-b9b6-45a2cf9f145d,39.627,PRIMOR MAYORISTA,Nuevo  |  +1000 vendidos,(139 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1116702732,2024-01-25 15:21:21,No disponible
Oferta! Yerba Mate La Hoja Seleccion 500g Con Palo Sin Tacc,https://articulo.mercadolibre.com.ar/MLA-1426462558-oferta-yerba-mate-la-hoja-seleccion-500g-con-palo-sin-tacc-_JM#position=52&search_layout=stack&type=item&tracking_id=7ed62b4c-1902-4335-b9b6-45a2cf9f145d,2.999,CAPSULANDIA,Nuevo  |  +100 vendidos,(59 disponibles),Nuevo  |  +100 vendidos,No disponible,#1426462558,2024-01-25 15:21:21,No disponible
Yerba Mate Amanda Campo Con Palo Paquete 500 Gr,https://www.mercadolibre.com.ar/yerba-mate-amanda-campo-con-palo-paquete-500-gr/p/MLA28852284?pdp_filters=category:MLA409408#searchVariation=MLA28852284&position=24&search_layout=stack&type=product&tracking_id=7ed62b4c-1902-4335-b9b6-45a2cf9f145d,2.999,CAPSULANDIA,Nuevo  |  +1000 vendidos,(29 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1400964621,2024-01-25 15:21:21,No disponible
Yerba Misionera Don Omar Suave 500 Grs x 10 unidades,https://www.mercadolibre.com.ar/yerba-misionera-don-omar-suave-500-grs-x-10-unidades/p/MLA21821687?pdp_filters=category:MLA409408#searchVariation=MLA21821687&position=25&search_layout=stack&type=product&tracking_id=7ed62b4c-1902-4335-b9b6-45a2cf9f145d,26.999,MAFERA79,Nuevo  |  +100 vendidos,(5 disponibles),Nuevo  |  +100 vendidos,No disponible,#1382741134,2024-01-25 15:21:21,No disponible
Yerba Mate La Cumbrecita Naranja X 500 Grs.,https://www.mercadolibre.com.ar/yerba-mate-la-cumbrecita-naranja-x-500-grs/p/MLA20008679?pdp_filters=category:MLA409408#searchVariation=MLA20008679&position=26&search_layout=stack&type=product&tracking_id=7ed62b4c-1902-4335-b9b6-45a2cf9f145d,2.130,AEH MALL,Nuevo  |  +100 vendidos,(20 disponibles),Nuevo  |  +100 vendidos,No disponible,#1620990652,2024-01-25 15:21:21,No disponible
Yerba mate Verdeflor hierbas serranas 1kg,https://www.mercadolibre.com.ar/yerba-mate-verdeflor-hierbas-serranas-1kg/p/MLA21305066?pdp_filters=category:MLA409408#searchVariation=MLA21305066&position=28&search_layout=stack&type=product&tracking_id=7ed62b4c-1902-4335-b9b6-45a2cf9f145d,2.803,YERBA VERDEFLOR,Nuevo  |  +1000 vendidos,(88 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1432936676,2024-01-25 15:21:21,No disponible
Yerba Mate Compuesta La Montañita X 12 Paquetes De 500g,https://www.mercadolibre.com.ar/yerba-mate-compuesta-la-montanita-x-12-paquetes-de-500g/p/MLA24594578?pdp_filters=category:MLA409408#searchVariation=MLA24594578&position=27&search_layout=stack&type=product&tracking_id=7ed62b4c-1902-4335-b9b6-45a2cf9f145d,10.887,CRIFIESTA,Nuevo  |  +500 vendidos,(9 disponibles),Nuevo  |  +500 vendidos,No disponible,#1388659831,2024-01-25 15:21:21,No disponible
Oferta! Yerba Mate Amanda Despalada 500g Sin Palo Sin Tacc,https://articulo.mercadolibre.com.ar/MLA-1372119893-oferta-yerba-mate-amanda-despalada-500g-sin-palo-sin-tacc-_JM#position=53&search_layout=stack&type=item&tracking_id=7ed62b4c-1902-4335-b9b6-45a2cf9f145d,2.499,CAPSULANDIA,Nuevo  |  +100 vendidos,(15 disponibles),Nuevo  |  +100 vendidos,No disponible,#1372119893,2024-01-25 15:21:21,No disponible
Pack De 3 Blends Para El Mate Hierbas Del Jardín,https://articulo.mercadolibre.com.ar/MLA-1566896062-pack-de-3-blends-para-el-mate-hierbas-del-jardin-_JM#position=54&search_layout=stack&type=item&tracking_id=7ed62b4c-1902-4335-b9b6-45a2cf9f145d,4.990,DAIANACORSARO,Nuevo  |  1 vendido,(2 disponibles),Nuevo  |  1 vendido,No disponible,#1566896062,2024-01-25 15:21:21,No disponible
Yerba Mate Jesper Tradicional Sin Tacc Pack De 20 X 500 Gr,https://articulo.mercadolibre.com.ar/MLA-1105412970-yerba-mate-jesper-tradicional-sin-tacc-pack-de-20-x-500-gr-_JM#position=55&search_layout=stack&type=item&tracking_id=7ed62b4c-1902-4335-b9b6-45a2cf9f145d,66.041,SEMILLA VIVA,Nuevo  |  +25 vendidos,No disponible,Nuevo  |  +25 vendidos,No disponible,#1105412970,2024-01-25 15:21:21,No disponible
Yerba Mate Verdeflor Cedrón Pack 12 Unidades 500g ,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=KK3d2mVYcvss9TMYRRWp4slEvoORzMpQW%2BhKugbuyZZ9LawBG4HHCwKBe2YbtF4nel5YW2H5MQxlligf8TazIMetwTbtnXg9gL91rHMVU4Q7OJF4yqqWr2p%2BaovNJ%2BkyNJu7ZHv9eTlngb4Gv5nzkOMLMWZ73sx7%2FzL1isOsTInu%2FK3R%2F7eh8qt0kWtsKKPIViLJgZzdQeZPgEgItgRjC4keZb55t6Axr%2Bm6qpQ%2F%2FvIYQgUnPZfrgwb%2By8%2Fshru63Ii5uizAlSKv%2BAHPWRljXg6mABve3DIYIIH6iFXWw%2Bw2BE6PsB7kGCfrogzlGSU%2FOOEt2J8i0evE3jsUUJ1uvkIh5m1YhkwQ555KTR5cWdnPjUxhh7NMvJ8YV4QYJfcnYROymOgrBNS1QQgNvjgyHE2eOW8%2Fm%2BoN5aCtTPH8jWoEuwbdhnyjj8AT2OPL55pzQejddRnKIH7ehgu2ymoeA5OZYfX0yEUESJJSl%2FOo6bmj30n0bR%2Fy%2F%2F048XNxWjSYgD8R8cqY5XvRmtvaujTcN2Dp1iGNPuDYTVWti5XMGAFGfjsYV9qAKsj4ynOcLJW8AuoUoTNVY3AOsipQov%2BEqrJHUNZrsbGRU2iM3vL25TN61mlYyYVN3%2FSJNyZab6m%2FFN1saGdwPVP4BZVceubD9977SO1CjlGlMApPpiI2QBigvezfD9OWCecbGogBk8TTzCYiwv3iZ3M2iw%3D%3D&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fsearch-list-ad-algorithm%2B16026&rb=x,23.616,YERBA VERDEFLOR,Nuevo  |  +5 vendidos,(93 disponibles),Nuevo  |  +5 vendidos,No disponible,#1329923988,2024-01-25 15:22:12,No disponible
Yerba Mate Verdeflor Hierbas Serranas Premium Pack X12 500g,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=snirvKjVV%2BComOC%2FExBRUrLYkfSfbeCbpDkBPHjoK2SCU7xEk%2BufppoybWGjUp%2FIzCnDXob2081lMxqxq%2BGnfbillAJZKBBrz%2Fti4a9UXf996kYRieBzb1pyKhFdKLfHW3ha%2B27kfvCDrU%2B9sMSyPy63awynlo2c2ePcMb1syEkjIfr8b5aKOi2abyHy9ylMB%2BQDotEE8i1CpswQnHH4v1Sfdb1msbydY6UNbJNCxpI%2BEd6%2FBt9QhDoq0Lu7NOZ7WwaOR9i22gyNUcBQ2qJwCt6w%2FWdnCgXxvtS7B%2F2F%2FyjL%2Frn2Z8KE6jfZsITyIUGs7Bww7T8WhHDB4VSwBdZN4jJ3GC8lTenqmFRUKUCx13XjDRMOiZSHkDvMxOcZMSh4hq%2FykIsxCL3u3njZnrKA3PzO%2BJGKGMc9Vci3EpJOpzzmg4myJA%2B%2FxBU4hEJJWvhJ3cDCPIo76ws2MR5TUju7UQ3bMz1s%2BPGyxpMMWzI71OTNgGVF27hiwPNxOVmzX%2FPE7y6OPNCYEJiqaCzXXJSbMC2OtE%2B%2BnXwS8j%2B96SLkSw7JqOwDa81eVZQ50avkanDVA9p%2FtLMkSEZkzdeo%2FOnoQVhH%2FObwrm6bgzorNebJChKFgEJeIMLYxKWRUTzFKAc3ZbNdxznyyy95wWoepBRE6WpsJobzZn%2BOf7uxNl5gpuibhB%2BCFAMocUE1kIN%2B60uNwcDveFgQxy%2B8GNUAW%2FgWWKwUZ4yy&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fsearch-list-ad-algorithm%2B16026&rb=x,30.240,YERBA VERDEFLOR,Nuevo  |  +5 vendidos,(92 disponibles),Nuevo  |  +5 vendidos,No disponible,#1329640890,2024-01-25 15:22:12,No disponible
Yerba Mate Estac. Natural Grapia Milenaria 1 Kg.,https://articulo.mercadolibre.com.ar/MLA-1565660176-yerba-mate-estac-natural-grapia-milenaria-1-kg-_JM#position=24&search_layout=stack&type=item&tracking_id=51e0c4f9-c1d0-4e87-b750-8593e9383155,4.370,Alma Nativa,Nuevo  |  +100 vendidos,(491 disponibles),Nuevo  |  +100 vendidos,No disponible,#1565660176,2024-01-25 15:22:12,No disponible
