Titulo,Enlace,Precios,Vendedor,Detalles,Cantidad,Estado,Oferta,Publicacion,Fecha_Ejecucion,Familia1,Familia2,Familia3,Familia4,Familia5,Familia6
Equipo Matero Sumate Termo Mate Bombilla Yerbera Azucarera,https://articulo.mercadolibre.com.ar/MLA-926923099-equipo-matero-sumate-termo-mate-bombilla-yerbera-azucarera-_JM#position=46&search_layout=stack&type=item&tracking_id=63dcf520-7314-42ad-993a-555554d1c282,29.819,TIENDA DOSAMIGOS,Nuevo  |  +5mil vendidos,(29 disponibles),Nuevo  |  +5mil vendidos,No disponible,#926923099,2024-02-28 11:14:08,"Hogar, Muebles y Jardín",Bazar y Cocina,"Café, Té y Mate",Mates y Accesorios,Juegos de Mate,
 Capsulas Dolce Gusto Recargables Ecologicas X8 Caffettino ,https://www.mercadolibre.com.ar/capsulas-dolce-gusto-recargables-ecologicas-x8-caffettino/p/MLA19779572#searchVariation=MLA19779572&position=24&search_layout=stack&type=product&tracking_id=63dcf520-7314-42ad-993a-555554d1c282,15.200,BLIP,Nuevo  |  +5mil vendidos,(29 disponibles),Nuevo  |  +5mil vendidos,No disponible,#1231739974,2024-02-28 11:14:08,Alimentos y Bebidas,Almacén,Infusiones,Cápsulas,nan,
Diente De León Hierba Medicinal X 100 Gramos - Arcana Caeli,https://articulo.mercadolibre.com.ar/MLA-1139406465-diente-de-leon-hierba-medicinal-x-100-gramos-arcana-caeli-_JM#position=47&search_layout=stack&type=item&tracking_id=63dcf520-7314-42ad-993a-555554d1c282,1.431,ARCANACAELI,Nuevo  |  +100 vendidos,(12 disponibles),Nuevo  |  +100 vendidos,No disponible,#1139406465,2024-02-28 11:14:08,Alimentos y Bebidas,Almacén,Infusiones,Té,nan,
Mate Uruguayo De Calabaza Premium Mas Bombilla Pico De Loro,https://articulo.mercadolibre.com.ar/MLA-866868025-mate-uruguayo-de-calabaza-premium-mas-bombilla-pico-de-loro-_JM#position=48&search_layout=stack&type=item&tracking_id=63dcf520-7314-42ad-993a-555554d1c282,15.999,TIENDA DOSAMIGOS,Nuevo  |  +10mil vendidos,(106 disponibles),Nuevo  |  +10mil vendidos,No disponible,#866868025,2024-02-28 11:14:08,"Hogar, Muebles y Jardín",Bazar y Cocina,"Café, Té y Mate",Mates y Accesorios,Mates,
Manzanilla En Flor X Kg -premium,https://articulo.mercadolibre.com.ar/MLA-1274312087-manzanilla-en-flor-x-kg-premium-_JM#position=49&search_layout=stack&type=item&tracking_id=63dcf520-7314-42ad-993a-555554d1c282,15.126,BEERMAN INSUMOS,Nuevo  |  +25 vendidos,(47 disponibles),Nuevo  |  +25 vendidos,No disponible,#1274312087,2024-02-28 11:14:08,Alimentos y Bebidas,Almacén,Infusiones,Té,nan,
Ajenjo Hierba Medicinal X 100 Gramos - Arcana Caeli,https://articulo.mercadolibre.com.ar/MLA-1140589192-ajenjo-hierba-medicinal-x-100-gramos-arcana-caeli-_JM#position=50&search_layout=stack&type=item&tracking_id=63dcf520-7314-42ad-993a-555554d1c282,1.439,ARCANACAELI,Nuevo  |  +100 vendidos,(14 disponibles),Nuevo  |  +100 vendidos,No disponible,#1140589192,2024-02-28 11:14:08,Alimentos y Bebidas,Almacén,Infusiones,Té,nan,
Te Anti Stress Saint Gottard X 20 Saq,https://www.mercadolibre.com.ar/te-anti-stress-saint-gottard-x-20-saq/p/MLA21204290#searchVariation=MLA21204290&position=27&search_layout=stack&type=product&tracking_id=63dcf520-7314-42ad-993a-555554d1c282,3.731,DIETETICA CALLLAO,Nuevo  |  +1000 vendidos,(100 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1388339684,2024-02-28 11:14:08,Alimentos y Bebidas,Almacén,Infusiones,Té,nan,
Hibiscus En Flores Para Infusion X 100 Gr,https://articulo.mercadolibre.com.ar/MLA-813719120-hibiscus-en-flores-para-infusion-x-100-gr-_JM#position=51&search_layout=stack&type=item&tracking_id=63dcf520-7314-42ad-993a-555554d1c282,4.441,NEWGARDEN,Nuevo  |  +1000 vendidos,(49 disponibles),Nuevo  |  +1000 vendidos,No disponible,#813719120,2024-02-28 11:14:08,Alimentos y Bebidas,Almacén,Infusiones,Té,nan,
Bombilla Pico De Loro Acero Inoxidable Filtro Pala Cuchara,https://articulo.mercadolibre.com.ar/MLA-1156364284-bombilla-pico-de-loro-acero-inoxidable-filtro-pala-cuchara-_JM#position=52&search_layout=stack&type=item&tracking_id=63dcf520-7314-42ad-993a-555554d1c282,6.799,MATESUR,Nuevo  |  +1000 vendidos,(177 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1156364284,2024-02-28 11:14:08,"Hogar, Muebles y Jardín",Bazar y Cocina,"Café, Té y Mate",Mates y Accesorios,Bombillas para Mate,
Artemisa Vulgaris Hierba Medicinal 100 Gramos - Arcana Caeli,https://articulo.mercadolibre.com.ar/MLA-1503234200-artemisa-vulgaris-hierba-medicinal-100-gramos-arcana-caeli-_JM#position=53&search_layout=stack&type=item&tracking_id=63dcf520-7314-42ad-993a-555554d1c282,1.439,ARCANACAELI,Nuevo  |  +100 vendidos,(9 disponibles),Nuevo  |  +100 vendidos,No disponible,#1503234200,2024-02-28 11:14:08,Alimentos y Bebidas,Almacén,Infusiones,Té,nan,
Collar Te Amo 100 Idiomas + Cajita De Regalo,https://articulo.mercadolibre.com.ar/MLA-783944838-collar-te-amo-100-idiomas-cajita-de-regalo-_JM#position=54&search_layout=stack&type=item&tracking_id=63dcf520-7314-42ad-993a-555554d1c282,4.290,MILENIA JOYAS,Nuevo  |  +10mil vendidos,(197 disponibles),Nuevo  |  +10mil vendidos,No disponible,#783944838,2024-02-28 11:14:08,Joyas y Relojes,Joyas y Bijouterie,Collares,na,nan,
Te Hebras Delhi Tea Origen Te Azul Oolong X 40 G Doypack,https://www.mercadolibre.com.ar/te-hebras-delhi-tea-origen-te-azul-oolong-x-40-g-doypack/p/MLA26687259#searchVariation=MLA26687259&position=34&search_layout=stack&type=product&tracking_id=63dcf520-7314-42ad-993a-555554d1c282,5.680,HACHI_ARG,Nuevo  |  +100 vendidos,(5 disponibles),Nuevo  |  +100 vendidos,No disponible,#1394072609,2024-02-28 11:14:08,Alimentos y Bebidas,Almacén,Infusiones,Té,nan,
Blends Té En Hebras - Pack X 6 Frascos De 25g,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=mm7I1fqjVsVi8wqCmml4orqmHdVYFQgXXGDacrA2YkNYdlTFd0jCGlgV94MbTt8wmbCD9wSs52BvnreDFEn7Wvy1k7xetKzTUMX9T%2B8jirqt2k9ZaMyr8lbO8v1R5mwGsgejk5IhJBlEpiNQHkCE0AE0jZhGOgF%2FoNycNlaGXNEIatDEElOGpeaqshsnEvrdVfNmgrfJIGNsJnmQuOyA%2FOHjEgYCxcwuW2QsR6LCJhT4rXDXbsYo6tUkO42t5z1VQ5FhcvNU0G%2FD63n4vJ1yPn8GGF5belm3KLUYxVbsr23DVoRlvJeJPBis4SG5tRH8me6G6385tVXRyQNqD%2B6IMdcSboPUKMM6LWmsGLlFzNAmFZzcyIzV%2BapdufU%2Bqya6Kki1VYLtW%2FEA%2FKkPwVKMjZ4Z8fs3obcom9g%2Fv0%2BjjBFx2vyOpuXz05JvN6t%2BNjVa16HDiu7IrCux998d478k5V9AZz8%2FaiePZkXiRlk%2F5RBpMOx%2BbYumJdBu9lg8WV9C4r8jYb%2Fn6IohSccOjNa%2BXvgJR%2Bugrdr6UWJK8y3LLjXRd8Nvafvx9W8XH1pj16WEOf0Kw7Px3%2F%2BXAgJQDEXt22hm%2FV%2F0ONcapkA%2FM5nvKMzP0Tv2VQAoS%2Bk9Mor6wsBUY8uF4KeTZhQiAPJbFXgZABbmwiemGJY3ccxcSxDq%2BkAi37sAU5QWqb8o6ZkCeVaG%2BNwkcw0nwA%3D%3D&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fsearch-list-ad-algorithm%2BDEFAULT%2Cmclics%2Fbuybox-layout%2B25349%2Cmclics%2Fmax-bid-capped%2B36382&rb=x,19.500,M.S.ALVAREZ,Nuevo  |  +1000 vendidos,(2908 disponibles),Nuevo  |  +1000 vendidos,No disponible,#803071098,2024-02-28 11:14:58,Alimentos y Bebidas,Almacén,Infusiones,Té,nan,nan
Blends Té En Hebras - Pack X 5 Bolsas De Aprox 50g Cada Una,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=GNn7q%2BNAOa6cEX4bYCdD%2BKQIxCtgT3h5mlwvN%2BYGGb6Z7uunpwA0kvFDvpBIFVuLgTWtx2dBYzkZe9w2iRDAbaqonB4v9YojKDwFunENRHI%2B47bIVXJoJFx9Bff2fDFGiIrIaxpndIm6ypwjsFZCtF1uh7Vr6zRJ8eKd1BDC8QA8jdckjqjJtt2bPG6TMCtLIqtAH31Jfp1EHGX2FlVEjFJm%2FFJ0BQpogFQafw1k0kf6HQvgh0Wyo8WXmhxUvb8kP4IjvZZdy9x9lrRxx61y5fPCPJoaWLVkGvFe2wR4y2SBYFl440Gddyr%2Bbq87KcBwmHSWN1bM4RDxQUG1kEouWfzIvAeTmGnttGdzqaoQRE%2BoZqpPRV2ffC9zM%2FwpTG3q3JMi6k%2BYHCCngMO9AjI5s3RcfrOHjSS5YfV8uk5IN0ez3a4ttrrYk2SxjchqKcg4ro6ylxvY9jKJX0FlLeYAVBWMMJ5kkCAqIET0MXmVE3BYFRVX3o2%2BJPSwsKtJ4a7ObXU6IiIgPe7GEU3tA8gOitUnEdgk1VCsQXnDLdbMzheXU6pL19X7ShSm70wmpSp1XsEm%2B4HLZEpIRuo02lnC%2FJUq6LVTpgzjRpUKw%2FhS0EkGIG%2Bno3Eu5oNZy0NgLOJoPB1Z%2BHk%2Fs1DT1pSEdfWPEQ3mw7vW2q7WyTTtruyMw3CljBCaW7EgLVZeY8IzR4vaATVCgb14fnTJNWwxdayGD7Bzm4g%3D&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fsearch-list-ad-algorithm%2BDEFAULT%2Cmclics%2Fbuybox-layout%2B25349%2Cmclics%2Fmax-bid-capped%2B36382&rb=x,16.500,M.S.ALVAREZ,Nuevo  |  +1000 vendidos,(2494 disponibles),Nuevo  |  +1000 vendidos,No disponible,#816275879,2024-02-28 11:14:58,Alimentos y Bebidas,Almacén,Infusiones,Té,nan,nan
Mate Pampa Nuevo Afa Selección Argentina Campeon + Bombilla,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=4wx4FITQrw%2BPC5hDcjD4zR6GHLZiFZIWjZQe8yeMYCT%2F5%2Fkgg8RTFH%2FQICHmS0l1Kib3T3jDLIhTDKuNaQXoXpeRs3xVQBrmJA%2FsC0qvJQo7fHfi%2BX2oSdZhO0oBKLQF4OqYIRtCX2qA0StqS6pKljjBlHkDZ5liCSSqX5Mll9vAaQMWZ5ndQQ0qLAglfjplCKix9S4j62t0Eig31xBRBE7Qx%2Bu6gG0a41f2sm3oTAuRcXkXR%2Bpkar%2FyFFI8j3myZMQ5xLRirZ%2Fk2QqfEGl55CaDN7UTJjWi9UXBpcEDywbjbRik1x%2BreiGLPsAn6eiDQCSftX1gmvIRFe7qzqCuG6xij5Lo05pK8WXxGQLbSjkRRcoGJMdlqOyucQ6EvRRWtJHPMahYfiYDW1ykSFwexEjtUw0udJ1ufIrHez7Vyw3dZ%2BeCIVVk%2BkQuIvw85%2FCaGwUR%2BJBBYs3poi0MUpM2XTFTZYbkb2M%2FfKhsuKflwiDle84SxCoNy6sfp9soOmAf849gXnPAiJBPpXM7r25x9UpLxubElOP%2FpXXMOPz77Ie4Kvz8%2FhmSxGErcOj8mFjWfBPEgkLYSe4%2BuWfPmCGSDz4RbTi6efEOgFu3qsD2AUl9oiEElAV%2BRQT0ZGQQUuiWs0BW8cDwsKDd38DzMy89J4Ei6ZvVjtWPHBGP%2BeAQ%2FVyLdeh9%2Fguy3x2vU2ctp2cRohQQQNsYd2Agj32IgWYloBxG0v%2BY&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fsearch-list-ad-algorithm%2BDEFAULT%2Cmclics%2Fbuybox-layout%2B25349%2Cmclics%2Fmax-bid-capped%2B36382&rb=x,27.359,SILMAR BAZAR,Nuevo  |  +500 vendidos,(23 disponibles),Nuevo  |  +500 vendidos,No disponible,#1372106324,2024-02-28 11:14:58,"Hogar, Muebles y Jardín",Bazar y Cocina,"Café, Té y Mate",Mates y Accesorios,Mates,nan
Collar Te Amo 100 Idiomas Sol Y Luna 2 Collares Con Cajita,https://articulo.mercadolibre.com.ar/MLA-1127960562-collar-te-amo-100-idiomas-sol-y-luna-2-collares-con-cajita-_JM#position=33&search_layout=stack&type=item&tracking_id=94bd8fbf-5d43-49d6-aab6-e3ab319c0fc6,5.490,MILENIA JOYAS,Nuevo  |  +500 vendidos,(43 disponibles),Nuevo  |  +500 vendidos,No disponible,#1127960562,2024-02-28 11:14:58,Joyas y Relojes,Joyas y Bijouterie,Collares,na,nan,nan
Te Twinings English Breackfast En Hebras Lata 100gr ,https://www.mercadolibre.com.ar/te-twinings-english-breackfast-en-hebras-lata-100gr/p/MLA20007642#searchVariation=MLA20007642&position=4&search_layout=stack&type=product&tracking_id=94bd8fbf-5d43-49d6-aab6-e3ab319c0fc6,44.000,ANAVERONOVA,Nuevo  |  +100 vendidos,(3 disponibles),Nuevo  |  +100 vendidos,No disponible,#1669719338,2024-02-28 11:14:58,Alimentos y Bebidas,Almacén,Infusiones,Té,nan,nan
Cafetera Embolo Prensa Francesa De 800 Ml De Gran Calidad,https://www.mercadolibre.com.ar/cafetera-embolo-prensa-francesa-de-800-ml-de-gran-calidad/p/MLA24394459#searchVariation=MLA24394459&position=6&search_layout=stack&type=product&tracking_id=94bd8fbf-5d43-49d6-aab6-e3ab319c0fc6,14.999,FOR HOME,Nuevo  |  +1000 vendidos,(21 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1446392826,2024-02-28 11:14:58,"Hogar, Muebles y Jardín",Bazar y Cocina,"Café, Té y Mate",Cafeteras,nan,nan
Moringa Triturada 500 Gramos,https://articulo.mercadolibre.com.ar/MLA-1402696145-moringa-triturada-500-gramos-_JM#position=34&search_layout=stack&type=item&tracking_id=94bd8fbf-5d43-49d6-aab6-e3ab319c0fc6,9.775,NATURALWHEYSUPLEMENTOS SRL,Nuevo  |  +25 vendidos,(99965 disponibles),Nuevo  |  +25 vendidos,No disponible,#1402696145,2024-02-28 11:14:58,Alimentos y Bebidas,Almacén,Infusiones,Té,nan,nan
Te Verde Saintgottard,https://www.mercadolibre.com.ar/te-verde-saintgottard/p/MLA20732170#searchVariation=MLA20732170&position=7&search_layout=stack&type=product&tracking_id=94bd8fbf-5d43-49d6-aab6-e3ab319c0fc6,2.249,Provifood,Nuevo  |  +1000 vendidos,(7 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1439361144,2024-02-28 11:14:58,Alimentos y Bebidas,Almacén,Infusiones,Té,nan,nan
Mate Imperial Uruguayo De Acero Inoxidable Deluxe + Bombilla,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=UrPit4u0XX0jmWeLK6G2MlmgHgQuk8eFXbOYgQ6iYqJsBBsiLbXqwjBEEu9mSmPI46PR%2B3phHpUu9%2Fwfuha%2B9J4CAZc5d9xJ7oOyiLg8aJq38%2B0570cqewgGAEdygyxgdWGhY5Fy4u2WWY2KMTvvBbT0l0HXVqsaDG4tUBWRCGQrkz3FX8nLoq6fg3ToIfU1KMwmXCb5gzxqxe5sz8dxYuZWF%2B8hZAEVKmyqK%2FEg3wCJBTWvIB23kDTZ4xatMGb0oTM9CEGeIwbectqDvIhdZdEPH%2B2W8kY67c2UYO63heghPpcCq%2BOzStkM4EAy7yhdiQjKoXiFRTcO5UkXYlBbvygrg8zN34rZrsnkdAgHbIfsqYK%2BeTgE97961N%2BTSPaVzFEliANitOkl5Y290U2auBSy6n%2BxiXpKV%2Bn78f1SLtr6GG9TJ6BtIZAFNCgyHCdiBIAM026Cp08wMyl0atManfhFiWnyRQrDozohs%2BUCHO8F1L0GR%2B0yctEsqaRbjbeivdrZ9haRCTAzAgFG8y5hmvGwDAuOA4lMNRKUeijAMQnXtP1FTHVUoo77z5%2ForDUc84L05fBZv6sNUMirauWXMM9ky0DzQm0wA0jJxgd8mvx71PDAAtrU4o1vmJk0K3WxflUck1EUvGj4Vg38WrSEq3gxFLIO6c7i%2BF6mDPyDLILX0FWQyldfGWX3Xsrhrpv%2BbOIRr09FZadF2JvhyJsHShuKghzvuaQ%3D&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fsearch-list-ad-algorithm%2BDEFAULT%2Cmclics%2Fbuybox-layout%2B25349%2Cmclics%2Fmax-bid-capped%2B36382&rb=x,24.990,The Mate Spot,Nuevo  |  +1000 vendidos,(94 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1298860341,2024-02-28 11:14:58,"Hogar, Muebles y Jardín",Bazar y Cocina,"Café, Té y Mate",Mates y Accesorios,Mates,nan
"Corpiño Amamantar,  Maternales .90 Al 120",https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=qVavNMjHDq8I7xpASx5yBFyRLDh%2FCnAxDXQaRavzTic5mx18Gc%2F%2BsSMUMuaWrkyshTURYnD4dFBmCgvC6%2Bsp%2ByrbEiDvKiUoUPVJr8focX%2Biiz%2F7V98MA8pKTh8kpHizsdBOrmyJ%2BmpM%2BqpxalMhuxJjBBm76TaHaXNQd5zCdPu39omTjoUNlfGBKYdJGARwfoW8N5%2FHbcL%2BYOsojxfiQqZE7lvg2IAQfwfA6pxDJYcoqS08%2FdDbYQ9SAEeBcxZeCe7VP7mN470kfimDQbYhAMX3G0%2BAfNMnNNHIlnEZbqnmtoAyDjtEBRqNbD4PPY6ScsIUrXVxaQS%2FPgGv3lPExlLXcXbde1l%2Bd1OahWzvMhA8G3biT%2BOYrfFJUr%2FZXLRuHaAEYpmh%2F0agdpp4ZJtYmQHieT0BGL0%2Bt43dA%2BIQkNAOGY%2BI7NFV4jQZOPk1sGQ0U6tmZ7rrTWMdC92b2DbG9wNrdV4RoZeX0H8qnOU0WCENaOXcAeDv%2BZwyCWkRwFazIqitZn%2BpLz24lzUc1mpKwjU3DR9DHHwFlEDcgpbUxV4E3IEBjlnTlNkgHqyaRE5XDT2HdAt%2F9VGRag2rZzO0T0Tp2%2Brj8LTpZe6nN3UVRwm5hGgDJg%2F9%2Bri3VWkSq206IDn8Mbwvz4mzd%2FCLUvjpSifQsMzxeBf8seZOkM50p9MO4NnEZfjtr6Qn4KKBlHTub9I%3D&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fsearch-list-ad-algorithm%2BDEFAULT%2Cmclics%2Fbuybox-layout%2B25349%2Cmclics%2Fmax-bid-capped%2B36382&rb=x,6.900,EDSE7238491,Nuevo  |  +5mil vendidos,(245 disponibles),Nuevo  |  +5mil vendidos,No disponible,#862755097,2024-02-28 11:14:58,Ropa y Accesorios,Ropa Interior y de Dormir,Ropa Interior,Lencería,Corpiños,nan
Capsulas Dolce Gusto Recargables Ecologicas X4 Caffettino,https://www.mercadolibre.com.ar/capsulas-dolce-gusto-recargables-ecologicas-x4-caffettino/p/MLA22226652#searchVariation=MLA22226652&position=8&search_layout=stack&type=product&tracking_id=94bd8fbf-5d43-49d6-aab6-e3ab319c0fc6,9.890,MOTOR ARTE,Nuevo  |  +10mil vendidos,(28 disponibles),Nuevo  |  +10mil vendidos,No disponible,#1594895070,2024-02-28 11:14:58,Alimentos y Bebidas,Almacén,Infusiones,Cápsulas,nan,nan
Te Rooibos 50grs - Premium Sudáfrica,https://articulo.mercadolibre.com.ar/MLA-871857569-te-rooibos-50grs-premium-sudafrica-_JM#position=35&search_layout=stack&type=item&tracking_id=94bd8fbf-5d43-49d6-aab6-e3ab319c0fc6,4.500,TIENDA-SANA,Nuevo  |  +100 vendidos,(20 disponibles),Nuevo  |  +100 vendidos,No disponible,#871857569,2024-02-28 11:14:58,Alimentos y Bebidas,Almacén,Infusiones,Té,nan,nan
Gordolobo Flor Hierba Medicinal X 100 Gramos - Arcana Caeli,https://articulo.mercadolibre.com.ar/MLA-1137366476-gordolobo-flor-hierba-medicinal-x-100-gramos-arcana-caeli-_JM#position=36&search_layout=stack&type=item&tracking_id=94bd8fbf-5d43-49d6-aab6-e3ab319c0fc6,2.519,ARCANACAELI,Nuevo  |  +100 vendidos,(11 disponibles),Nuevo  |  +100 vendidos,No disponible,#1137366476,2024-02-28 11:14:58,Alimentos y Bebidas,Almacén,Infusiones,Té,nan,nan
Yerbera Y Azucarera Cuero Ecologico Set Matero Madu,https://articulo.mercadolibre.com.ar/MLA-931152624-yerbera-y-azucarera-cuero-ecologico-set-matero-madu-_JM#position=37&search_layout=stack&type=item&tracking_id=94bd8fbf-5d43-49d6-aab6-e3ab319c0fc6,3.912,TIENDA MADU,Nuevo  |  +1000 vendidos,(161 disponibles),Nuevo  |  +1000 vendidos,No disponible,#931152624,2024-02-28 11:14:58,"Hogar, Muebles y Jardín",Bazar y Cocina,"Café, Té y Mate",Mates y Accesorios,Latas,nan
Té Patagonia Selección Especial Mix De Sabores X 30 Un,https://www.mercadolibre.com.ar/te-patagonia-seleccion-especial-mix-de-sabores-x-30-un/p/MLA20006987#searchVariation=MLA20006987&position=5&search_layout=stack&type=product&tracking_id=94bd8fbf-5d43-49d6-aab6-e3ab319c0fc6,4.498,TIENDAVIDASRL,Nuevo  |  +100 vendidos,(15 disponibles),Nuevo  |  +100 vendidos,No disponible,#1297765886,2024-02-28 11:14:58,Alimentos y Bebidas,Almacén,Infusiones,Té,nan,nan
Te Blanco En Hebras X 100 Gr.,https://articulo.mercadolibre.com.ar/MLA-813719114-te-blanco-en-hebras-x-100-gr-_JM#position=38&search_layout=stack&type=item&tracking_id=94bd8fbf-5d43-49d6-aab6-e3ab319c0fc6,12.383,NEWGARDEN,Nuevo  |  +500 vendidos,(15 disponibles),Nuevo  |  +500 vendidos,No disponible,#813719114,2024-02-28 11:14:58,Alimentos y Bebidas,Almacén,Infusiones,Té,nan,nan
Ewe Aceite De Arbol De Te Puro 20ml,https://www.mercadolibre.com.ar/ewe-aceite-de-arbol-de-te-puro-20ml/p/MLA22575917#searchVariation=MLA22575917&position=12&search_layout=stack&type=product&tracking_id=94bd8fbf-5d43-49d6-aab6-e3ab319c0fc6,12.597,CONFORTHERRAJES,Nuevo  |  +5mil vendidos,(4 disponibles),Nuevo  |  +5mil vendidos,No disponible,#1626814968,2024-02-28 11:14:58,Salud y Equipamiento Médico,Terapias Alternativas,Aromaterapia,Aceites,nan,nan
Te En Saquitos Inti Zen Ilumine X 50 Saquitos,https://www.mercadolibre.com.ar/te-en-saquitos-inti-zen-ilumine-x-50-saquitos/p/MLA20883770#searchVariation=MLA20883770&position=15&search_layout=stack&type=product&tracking_id=94bd8fbf-5d43-49d6-aab6-e3ab319c0fc6,8.980,TIENDA.FUNDADOR,Nuevo  |  +500 vendidos,(262 disponibles),Nuevo  |  +500 vendidos,No disponible,#1288667031,2024-02-28 11:14:58,Alimentos y Bebidas,Almacén,Infusiones,Té,nan,nan
Buena Cepa Despolvillador Unidad 1 Negro,https://www.mercadolibre.com.ar/buena-cepa-despolvillador-unidad-1-negro/p/MLA27803604#searchVariation=MLA27803604&position=20&search_layout=stack&type=product&tracking_id=94bd8fbf-5d43-49d6-aab6-e3ab319c0fc6,5.850,DONALDDRINKS,Nuevo  |  +5mil vendidos,(14 disponibles),Nuevo  |  +5mil vendidos,No disponible,#1631890996,2024-02-28 11:14:58,"Hogar, Muebles y Jardín",Bazar y Cocina,"Café, Té y Mate",Mates y Accesorios,Despolvillador de Yerba,nan
Te Patagonia Premium X 20 Saq. Arándano,https://www.mercadolibre.com.ar/te-patagonia-premium-x-20-saq-arandano/p/MLA20729793#searchVariation=MLA20729793&position=22&search_layout=stack&type=product&tracking_id=94bd8fbf-5d43-49d6-aab6-e3ab319c0fc6,3.900,NATT SHOP,Nuevo  |  +500 vendidos,(3 disponibles),Nuevo  |  +500 vendidos,No disponible,#1292210389,2024-02-28 11:14:58,Alimentos y Bebidas,Almacén,Infusiones,Té,nan,nan
Te Dulces Sueños Saint Gottard X 20 Saq,https://www.mercadolibre.com.ar/te-dulces-suenos-saint-gottard-x-20-saq/p/MLA20007714#searchVariation=MLA20007714&position=31&search_layout=stack&type=product&tracking_id=94bd8fbf-5d43-49d6-aab6-e3ab319c0fc6,3.500,NATT SHOP,Nuevo  |  +1000 vendidos,(10 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1282371475,2024-02-28 11:14:58,Alimentos y Bebidas,Almacén,Infusiones,Té,nan,nan
Te English Breakfast Dilmah - 10 Saquitos Origen Sri. Lanka,https://www.mercadolibre.com.ar/te-english-breakfast-dilmah-10-saquitos-origen-sri-lanka/p/MLA19543798#searchVariation=MLA19543798&position=16&search_layout=stack&type=product&tracking_id=94bd8fbf-5d43-49d6-aab6-e3ab319c0fc6,2.999,CONFECTIONERY FINE FOODS,Nuevo  |  +1000 vendidos,(44 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1160010112,2024-02-28 11:14:58,Alimentos y Bebidas,Almacén,Infusiones,Té,nan,nan
Bolsas Papel Aspiradora X 5 Unidades Th Y Te Vc 1820 Einhell,https://www.mercadolibre.com.ar/bolsas-papel-aspiradora-x-5-unidades-th-y-te-vc-1820-einhell/p/MLA19939024#searchVariation=MLA19939024&position=17&search_layout=stack&type=product&tracking_id=94bd8fbf-5d43-49d6-aab6-e3ab319c0fc6,19.300,HTAS_EINHELL,Nuevo  |  +5mil vendidos,(4 disponibles),Nuevo  |  +5mil vendidos,No disponible,#1408993185,2024-02-28 11:14:58,...,Pequeños Electrodomésticos,Para Hogar,Repuestos y Accesorios,Para Aspiradoras,Bolsas
Té Twinings Earl Grey 50 Saquitos ,https://www.mercadolibre.com.ar/te-twinings-earl-grey-50-saquitos/p/MLA19735219#searchVariation=MLA19735219&position=24&search_layout=stack&type=product&tracking_id=94bd8fbf-5d43-49d6-aab6-e3ab319c0fc6,34.999,CORIFOODML,Nuevo  |  +5mil vendidos,(10 disponibles),Nuevo  |  +5mil vendidos,No disponible,#1675708040,2024-02-28 11:14:58,Alimentos y Bebidas,Almacén,Infusiones,Té,nan,nan
Te Adelgazante X2 Meses Hierba Detox Green Dtox Plan 60 Dias,https://articulo.mercadolibre.com.ar/MLA-1379551041-te-adelgazante-x2-meses-hierba-detox-green-dtox-plan-60-dias-_JM#position=39&search_layout=stack&type=item&tracking_id=94bd8fbf-5d43-49d6-aab6-e3ab319c0fc6,6.789,ARMONIANATURAL11,Nuevo  |  +100 vendidos,(10 disponibles),Nuevo  |  +100 vendidos,No disponible,#1379551041,2024-02-28 11:14:58,Alimentos y Bebidas,Almacén,Infusiones,Té,nan,nan
Porta Termo Canasta Matera Eco Cuero Reforzada Premium,https://articulo.mercadolibre.com.ar/MLA-1234841081-porta-termo-canasta-matera-eco-cuero-reforzada-premium-_JM#position=40&search_layout=stack&type=item&tracking_id=94bd8fbf-5d43-49d6-aab6-e3ab319c0fc6,6.299,TIENDA DOSAMIGOS,Nuevo  |  +1000 vendidos,(74 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1234841081,2024-02-28 11:14:58,"Hogar, Muebles y Jardín",Bazar y Cocina,"Café, Té y Mate",Mates y Accesorios,Bolsos Materos,nan
